experiment_id,metric_a,metric_b,observations,pearson_correlation,spearman_correlation
20260723_200841,gpu_utilization_mean_percent,process_rss_peak_mb,36,0.6175030680185459,-0.04325716348929613
20260723_200841,gpu_utilization_mean_percent,system_ram_used_peak_mb,36,0.7272786324136536,0.2921492921492922
20260723_200841,gpu_utilization_mean_percent,images_per_hour,36,0.9027527490158718,0.64993564993565
20260723_200841,gpu_utilization_max_percent,gpu_temperature_max_c,36,0.10916508103771007,0.014736633462499068
20260723_200841,gpu_utilization_max_percent,process_cpu_mean_percent,36,0.36303360043595084,0.3724764942096867
20260723_200841,gpu_utilization_max_percent,process_cpu_max_percent,36,0.07508133304077973,0.024186785338291338
20260723_200841,gpu_utilization_max_percent,process_rss_peak_mb,36,0.5289940673323069,0.2274289692998706
20260723_200841,gpu_utilization_max_percent,system_ram_used_peak_mb,36,0.5307900317479464,0.1693074973680394
20260723_200841,gpu_utilization_max_percent,images_per_hour,36,0.4155275776329024,0.35312706593905363
20260723_200841,gpu_temperature_max_c,process_cpu_mean_percent,36,-0.033365444277376734,-0.15460822951457545
20260723_200841,gpu_temperature_max_c,process_cpu_max_percent,36,-0.029499193992081937,0.06926657788903212
20260723_200841,gpu_temperature_max_c,process_rss_peak_mb,36,0.24079911203409415,-0.47005311464549215
20260723_200841,gpu_temperature_max_c,system_ram_used_peak_mb,36,0.39865224225420476,0.025484872996908044
20260723_200841,gpu_temperature_max_c,images_per_hour,36,0.4721451353558311,-0.0547598040292537
20260723_200841,process_cpu_mean_percent,process_cpu_max_percent,36,0.6332783700832062,0.5449163449163449
20260723_200841,process_cpu_mean_percent,process_rss_peak_mb,36,0.3456523208491604,0.07415513741022194
20260723_200841,process_cpu_mean_percent,system_ram_used_peak_mb,36,0.34888769038209894,-0.0362934362934363
20260723_200841,process_cpu_mean_percent,images_per_hour,36,0.3590693535646746,0.24118404118404121
20260723_200841,process_cpu_max_percent,process_rss_peak_mb,36,-0.06938186927385662,-0.2968780327568955
20260723_200841,process_cpu_max_percent,system_ram_used_peak_mb,36,-0.04932629674189371,-0.32226512226512233
20260723_200841,process_cpu_max_percent,images_per_hour,36,0.004996481384465935,-0.08082368082368084
20260723_200841,process_rss_peak_mb,system_ram_used_peak_mb,36,0.9776247401196786,0.6573543951676966
20260723_200841,process_rss_peak_mb,images_per_hour,36,0.5626944410160677,0.049436758273481304
20260723_200841,system_ram_used_peak_mb,images_per_hour,36,0.6851775119747741,0.23577863577863578
